CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
1225855,278.78,C15H19ClN2O,23.6,2.9,19,0,2,2,C1CC(C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl,0,1
672860,265.26,C13H15NO5,65.099,0.7,19,0,5,4,COC1=C(C=CC(=C1)C=O)OC(=O)N2CCOCC2,0,1
2745472,287.34,C14H13N3O2S,83,2.8,20,0,5,2,CC1=NN(C(=O)C2=C1SC(=N2)C)C3=CC=C(C=C3)OC,0,1
979234,374.9,C20H23ClN2O3,50.8,3.2,26,1,4,6,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)CN3CCOCC3)Cl,0,1
733940,270.4,C15H14N2OS,69.7,3.5,19,1,3,1,CC1=C(C=C(C=C1)C2=C(SC3=C2C(=O)NC=N3)C)C,0,1
2809107,375.4,C18H14FNO3S2,99.9,4.5,25,1,6,5,CC(=O)C1=C(C=C(S1)C2=CC=C(C=C2)F)NS(=O)(=O)C3=CC=CC=C3,0,1
3146502,283.32,C16H17N3O2,71.1,3.7,21,1,5,4,CC1=CC=C(C=C1)C2=NC(=C(O2)NCC3CCCO3)C#N,0,1
7837478,342.4,C19H22N2O4,74.8,3.6,25,0,4,5,CC(C)CN1C(=O)C(=O)N(C1=O)CC(=O)C2=CC3=C(CCCC3)C=C2,0,1
2805189,333.7,C17H10ClF2NO2,43.1,4.6,23,0,5,3,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)C3=CC=C(C=C3)F,0,1
1965778,330.4,C16H14N2O4S,75.3,2.1,23,0,5,2,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43)OC1=O,0,1
2767020,313.4,C18H20FN3O,35.6,3.2,23,1,4,3,CC(=O)NC1=CC=C(C=C1)N2CCN(CC2)C3=CC=C(C=C3)F,0,1
2553472,336.77,C16H17ClN2O4,80.6,2.4,23,2,4,6,CC1=CC(=C(C=C1Cl)OC)NC(=O)CCNC(=O)C2=CC=CO2,0,1
855703,348.4,C16H20N4O3S,104,2.4,24,1,6,6,CCN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)OCO3)C(C)C,0,1
761869,322.4,C18H14N2O2S,86.4,3.6,23,2,3,4,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CS3,0,1
24792244,288.39,C16H24N4O,58.1,2.2,21,1,4,3,C1CCC(CC1)NC(=O)C2CCN(CC2)C3=NC=CC=N3,0,1
5049435,352.4,C21H24N2O3,52.5,3.1,26,1,3,6,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)CC3=CC(=C(C=C3)OC)OC,0,1
24792548,322.39,C14H18N4O3S,108,0.7,22,1,6,8,COCCN1C(=NN=C1SCC(=O)NC2CC2)C3=CC=CO3,0,1
24761175,316.8,C17H17ClN2O2,54.1,NULL,22,3,2,4,COC1=CC=CC2=C1C=C(N2)C(=O)NCC3=CC=CC=C3.Cl,0,2
6469989,321.8,C17H20ClNO3,66.4,3.3,22,2,3,5,C1CC2CC1C(C2C(=O)O)C(=O)NCCC3=CC(=CC=C3)Cl,0,1
973149,317.4,C15H15N3OS2,115,4.4,21,2,6,3,CC1=C(C=CC(=C1)O)NC2=NC(=CS2)C3=C(N=C(S3)C)C,0,1
2834440,299.8,C18H18ClNO,13.1,NULL,21,0,2,3,CC1=C2C=C(C=CC2=[N+](C=C1)CC3=CC=CC=C3)OC.[Cl-],0,2
20939981,299.4,C18H25N3O,48.1,3,22,2,2,5,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCCN3CCCC3)C,0,1
2202905,263.37,C16H25NO2,21.7,3,19,0,3,7,CC1=CC(=CC=C1)OCCCCCN2CCOCC2,0,1
1511942,335.35,C17H19F2N3O2,45.7,2.5,24,0,7,4,CCOC(=O)C1=C(C2=CC(=C(C=C2N=C1)F)F)N3CCN(CC3)C,0,1
24790941,282.3,C15H14N4O2,73,1.1,21,1,4,5,C1=CN(N=C1)CCC(=O)NC2=CC=C(C=C2)C3=CC=NO3,0,1
9701618,258.279,C13H14N4O2,75.1,1.5,19,2,4,5,CCOC1=CC=CC=C1C=NNC2=CC=NC(=O)N2,0,1
2437475,302.33,C15H18N4O3,92.7,2.7,22,1,4,4,CCC1=CC=C(C=C1)NC(=O)CN2C(=C(C(=N2)C)[N+](=O)[O-])C,0,1
5433119,412.4,C20H24N6O4,134,2.6,30,2,6,5,CC1=NN(C(=C1[N+](=O)[O-])C(=O)NN=C(C)C2=CC=C(C=C2)NC(=O)C3CCCC3)C,0,1
4921011,342.4,C20H26N2O3,81.4,3.4,25,2,3,6,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=C(C=C4)OCC(=O)N,0,1
2827420,235.75,C14H18ClN,3.2,NULL,16,1,1,2,C1CCN(CC1)CC#CC2=CC=CC=C2.Cl,0,2
839485,254.35,C12H18N2O2S,49,1.2,17,0,4,2,CC1=CC=CC=C1S(=O)(=O)N2CCN(CC2)C,0,1
3146156,319.4,C21H21NO2,37.4,4.2,24,0,2,1,CC1CC(CN(C1)C(=O)C2=CC=CC3=C2C4=CC=CC=C4C3=O)C,0,1
733738,288.32,C14H12N2O3S,88.2,2.3,20,1,5,3,COC1=C(C=C(C=C1)C2=CSC3=C2C(=O)NC=N3)OC,0,1
766322,241.25,C9H15N5O3,109,1.2,17,3,8,7,CCNC1=NC(=NC(=N1)OCC(=O)O)NCC,0,1
2401200,306.33,C16H19FN2O3,80.5,0.4,22,1,4,5,C1CN(CCC1C(=O)N)C(=O)CCC(=O)C2=CC=C(C=C2)F,0,1
1462705,300.4,C11H16N4O2S2,138,1.4,19,2,6,7,CCCC(=O)NC1=NN=C(S1)SCC(=O)NC2CC2,0,1
970607,260.29,C14H16N2O3,63.5,1.9,19,2,3,4,CC1=CC(=C(C=C1)OC)NC(=O)NCC2=CC=CO2,0,1
2848602,351.19,C15H15BrN2O3,66.8,NULL,21,0,4,3,CC1=C(C=C(C=C1)C(=O)C[N+]2=CC=CC=C2C)[N+](=O)[O-].[Br-],0,2
2950845,342.4,C18H26N6O,89.2,3,25,2,7,6,CCOC1=CC=CC=C1NC2=NC(=NC(=N2)N)CN3CCCCC3C,0,1
1865440,352.4,C15H16N2O4S2,125,3,23,1,6,6,CCOC(=O)C1=C(N(C(=S)S1)C)NC(=O)C2=CC=C(C=C2)OC,0,1
822960,213.23,C13H11NO2,50.2,2.4,16,1,3,2,CC1=C(C=CC(=N1)C2=CC=CC=C2)C(=O)O,0,1
5122175,357.29,C16H25BrN2O2,40.6,1.7,21,0,3,1,CC1(C2(CCC1(C(C2=O)Br)C(=O)N3CCN(CC3)C)C)C,0,1
3528155,297.76,C13H12ClNO3S,71.6,2.1,19,1,3,2,CC1=CC(=C(C(=O)N1)S(=O)(=O)C2=CC(=CC=C2)Cl)C,0,1
1101540,354.74,C14H15ClN4O5,111,2.4,24,1,6,5,CC1=C(C(=NN1CC(=O)NC2=CC(=C(C=C2)OC)OC)[N+](=O)[O-])Cl,0,1
4025252,203.2,C9H9N5O,86.5,2.1,15,2,5,2,CC1=NC(=NN1)N=NC2=CC=C(C=C2)O,0,1
4566093,242.27,C14H14N2O2,58.2,0.9,18,2,2,1,C1CC2=C(C(NC(=O)N2)C3=CC=CC=C3)C(=O)C1,0,1
6624069,289.35,C14H15N3O2S,84.5,1.5,20,0,5,4,C1CCN(C1)C(=O)CSC2=NN=C(C=C2)C3=CC=CO3,0,1
339733,281.28,C16H12FN3O,57.8,3.1,21,2,3,3,C1=CC=C(C=C1)C2=CC(=NN2)NC(=O)C3=CC=CC=C3F,0,1
135401632,326.4,C18H22N4O2,68.5,3,24,1,4,4,CCOC1=CC=CC=C1C2=NC3=C(C(=O)N2)N(N=C3C(C)(C)C)C,0,1
2798075,248.71,C13H13ClN2O,48.1,3.4,17,1,3,2,CC1=CC(=CC(=C1Cl)C)OC2=NC=C(C=C2)N,0,1
135408420,306.67,C12H10ClF3N2O2,62.6,3,20,1,7,3,CC(=C(C=NC1=C(C=C(C=N1)C(F)(F)F)Cl)C(=O)C)O,0,1
4884038,341.4,C17H19N5OS,109,3.3,24,1,6,5,CCC1=NC2=C(C=C(C=C2)C(=O)NC3=NN=C(S3)CC)N=C1CC,0,1
1946404,301.4,C15H15N3O2S,95.5,2.8,21,2,6,5,COC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCO,0,1
6401248,250.64,C10H7ClN4O2,80.4,2.9,17,1,5,3,C1=CC=C(C(=C1)C(=O)C(=NO)N2C=NC=N2)Cl,0,1
16823219,303.31,C15H17N3O4,98.7,-0.5,22,3,4,3,C1CC2=C3C(=CC(=C2)NC(=O)C(=O)NCCO)CC(=O)N3C1,0,1
2491862,270.11,C12H9Cl2NO2,42.1,3.7,17,1,2,4,C1=CNC(=C1)C(=O)COC2=C(C=C(C=C2)Cl)Cl,0,1
6466340,252.3,C10H12N4O2S,85.3,0,17,1,5,4,CCN1C=C(C=N1)S(=O)(=O)NC2=CN=CC=C2,0,1
2241007,267.4,C12H13NO2S2,82.8,2.8,17,1,4,4,CC1=CC=C(S1)S(=O)(=O)NCC2=CC=CC=C2,0,1
2450131,326.4,C19H22N2O3,58.6,2.6,24,1,3,7,CCOC1=CC=C(C=C1)CN(C)C(=O)CNC(=O)C2=CC=CC=C2,0,1
3440389,420.1,C14H16Br2N2O3,53.8,2,21,0,3,2,CC1(CC1(Br)Br)C(=O)N2CCN(CC2)C(=O)C3=CC=CO3,0,1
2572639,302.32,C16H18N2O4,80.6,1.7,22,2,4,6,CC1=CC(=C(C=C1)OC)NC(=O)CCNC(=O)C2=CC=CO2,0,1
921927,322.4,C20H22N2O2,49.4,4,24,1,2,3,C1CCCN(CC1)C(=O)C2=CC=CC=C2NC(=O)C3=CC=CC=C3,0,1
1491532,324.4,C18H16N2O2S,69.5,4.2,23,0,5,5,COC1=CC=CC=C1SC2=NC(=NC=C2OC)C3=CC=CC=C3,0,1
1416942,248.3,C12H12N2O2S,78.2,2.2,17,1,4,3,CCN1C(=C(SC1=O)C=NC2=CC=CC=C2)O,0,1
689989,327.4,C17H17N3O2S,106,4,23,2,5,3,CC1=CC(=NC2=C1C(=C(S2)C(=O)NC3=CC=C(C=C3)OC)N)C,0,1
2865277,313.8,C18H16ClNO2,37.4,3.7,22,0,2,3,CC1=CC=C(C=C1)N2C(=O)CC(C2=O)CC3=CC=C(C=C3)Cl,0,1
3218954,307.4,C14H17N3OS2,108,3.5,20,1,5,4,CC1=C(SC2=C1C(=NC(=N2)C)SCC(=O)NC3CC3)C,0,1
2767606,280.21,C12H9FN2O5,95,0.7,20,1,6,4,C1=CC=C(C(=C1)CN2C(=O)C(=O)N(C2=O)CC(=O)O)F,0,1
937984,306.32,C17H14N4O2,70.6,1.7,23,1,4,3,COC1=CC2=C(C=C1)C3=C(N2)C(=O)N(C=N3)CC4=CC=NC=C4,0,1
2992731,283.32,C16H17N3O2,71.1,1.8,21,2,3,5,CC1=CC(=CC=C1)C(=O)NCCNC(=O)C2=CC=CC=N2,0,1
6464584,316.2,C14H19Cl2N3O,44.4,2.8,20,2,2,4,C1CCN(CC1)CCNC(=O)NC2=C(C(=CC=C2)Cl)Cl,0,1
828552,268.27,C14H12N4O2,86.9,3.2,20,1,5,2,CC1=CC=C(C=C1)C2=NN(C(=N2)N)C(=O)C3=CC=CO3,0,1
888665,339.3,C19H17NO5,73.9,3.1,25,1,5,6,CCOC1=CC=CC=C1NC(=O)COC2=CC3=C(C=C2)C=CC(=O)O3,0,1
3489077,327.4,C19H21NO4,75.6,2.8,24,2,4,7,CC(C1=CC=CC=C1)C(CC(=O)O)C(=O)NC2=CC=C(C=C2)OC,0,1
6464946,315.4,C15H17N5OS,98,1.5,22,1,5,7,C=CCN1C(=NN=C1SCC(=O)NC2CC2)C3=CC=CC=N3,0,1
2814271,336.4,C20H20N2O3,64.4,4.6,25,1,4,5,CC(C)(C)C1=CC=C(C=C1)OC2=NC=C(C=C2)NC(=O)C3=CC=CO3,0,1
7064088,252.33,C12H16N2O2S,57.8,1.9,17,1,4,2,C1CCN(C1)S(=O)(=O)C2=CC3=C(C=C2)NCC3,0,1
6885440,317.3,C15H12FN3O2S,83.5,3.2,22,0,6,4,C1C(=O)N(C(=NN=CC2=CC=CO2)S1)CC3=CC=C(C=C3)F,0,1
819692,285.8,C17H16ClNO,29.1,4.8,20,1,1,2,C1CCC2=C(C1)C=CC=C2NC(=O)C3=CC=CC=C3Cl,0,1
25237178,294.3,C18H18N2O2,50.7,3.3,22,1,3,6,CC(=O)NN=CC1=CC(=CC=C1)OCC=CC2=CC=CC=C2,0,1
2970784,313.2,C15H18Cl2N2O,23.6,2.9,20,0,2,2,CC1(CC1(Cl)Cl)C(=O)N2CCN(CC2)C3=CC=CC=C3,0,1
135623990,287.27,C14H13N3O4,99.7,3,21,2,6,4,COC1=CC=CC(=C1O)C=NNC2=CC=C(C=C2)[N+](=O)[O-],0,1
687458,290.15,C14H12BrNO,29.1,2.5,17,1,1,3,C1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2Br,0,1
16007397,304.4,C20H20N2O,34.2,4.8,23,1,3,3,CC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,0,1
3155802,241.69,C12H13ClFNO,20.3,2.8,16,0,2,1,CC1CCC2=C(N1C(=O)CCl)C=CC(=C2)F,0,1
11842155,433.3,C21H18Cl2N2O4,95.5,4.4,29,3,4,5,C1C=CCC(C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC(=C(C=C3)Cl)Cl)C(=O)O,0,1
2740737,312.4,C18H20N2O3,63.4,2.5,23,0,4,3,CC1=C(C(=NO1)C)C(=O)N2CCC(CC2)C(=O)C3=CC=CC=C3,0,1
9635196,352.36,C16H19F3N6,56.6,3.9,25,1,9,5,CN(C)C1=NC(=NC(=C1)NN=CC2=CC=CC=C2C(F)(F)F)N(C)C,0,1
25237183,276.33,C15H20N2O3,59.9,2.3,20,1,4,7,CCOC1=CC(=C(C=C1)C=NNC(=O)C2CC2)OCC,0,1
1223833,410.8,C16H12ClFN4O4S,118,3.2,27,1,7,5,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)NC2=NN(C=C2)CC3=C(C=CC=C3Cl)F,0,1
1108327,291.35,C15H21N3O3,70.7,0,21,2,4,5,CC(=O)NC1=CC=C(C=C1)C(=O)NCCN2CCOCC2,0,1
2805358,318.2,C12H9Cl2NOS2,82.6,4.9,18,1,3,3,CSC1=CC=CC=C1NC(=O)C2=C(SC(=C2)Cl)Cl,0,1
336248,252.29,C11H12N2O3S,96,1.6,17,1,5,3,CCOC(=O)C1=C(C2=C(S1)N=C(NC2=O)C)C,0,1
2988519,347.8,C17H18ClN3O3,80.3,2.5,24,2,4,8,C1=CC=NC(=C1)C(=O)NCCCNC(=O)COC2=CC=C(C=C2)Cl,0,1
6465414,260.37,C16H24N2O,41.1,3.6,19,2,1,2,CC1=CC=CC=C1NC(=O)NC2CCCCCCC2,0,1
2976151,236.66,C10H9ClN4O,70.7,1.7,16,2,3,3,C1=CC(=CC=C1CNC(=O)C2=NC=NN2)Cl,0,1
135472516,297.74,C16H12ClN3O,57.2,3.8,21,2,2,3,C1=CC=C2C(=C1)C(=CN2)C=NNC(=O)C3=CC(=CC=C3)Cl,0,1
7759347,293.33,C16H20FNO3,55.4,3,21,1,4,6,C1CCC(CC1)NC(=O)COC(=O)CC2=CC=C(C=C2)F,0,1
6884347,352.4,C22H16N4O,67.2,3.7,27,1,4,4,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN=CC4=CN=CC=C4,0,1
5131781,269.29,C16H15NO3,55.4,2.7,20,1,3,6,C1=CC=C(C=C1)C(=O)NCCOC(=O)C2=CC=CC=C2,0,1
3772745,455.3,C23H23BrN2O3,60.4,4.6,29,1,4,5,CC1=CC(=CC2=C1N=C(C=C2C(=O)NCC3CCCO3)C4=CC(=CC=C4)OC)Br,0,1
3720205,243.3,C14H17N3O,39.9,2,18,0,3,3,C1CCC2=NN=C(N2CC1)COC3=CC=CC=C3,0,1
563550,297.4,C17H15NO2S,67.5,3.7,21,1,3,5,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)SCC(=O)O,0,1
3107366,299.28,C15H13N3O4,104,2.6,22,2,4,2,CC1=CC=CC=C1C(=O)NNC(=O)C2=CC(=CC=C2)[N+](=O)[O-],0,1
1509235,210.23,C10H14N2O3,74.4,0.1,15,1,4,4,CC1=CC(=C(C(=N1)OC)C(=O)N)COC,0,1
3225070,342.4,C19H22N2O4,71.8,2.7,25,1,4,5,CC1=CC2=C(C=C1)OC(C(=O)N2CC(=O)NCC3=CC=CO3)C(C)C,0,1
3155043,332.4,C18H24N2O4,67.9,2.1,24,1,4,5,CCC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC(=O)NCC3CCCO3,0,1
6497479,320.37,C14H16N4O3S,117,1.3,22,1,6,3,CC1=NN=C(S1)NC(=O)C2CCN(CC2)C(=O)C3=CC=CO3,0,1
2731591,238.31,C11H14N2O2S,65.8,1.4,16,1,3,1,CN(C)C(=S)NC1=CC2=C(C=C1)OCCO2,0,1
3649150,315.4,C16H17N3O2S,97,2.1,22,2,4,4,CC(C1=CC=CC=C1)N=CC2=C(N(C(=S)NC2=O)C3CC3)O,0,1
2403031,268.34,C11H16N4O2S,109,1.5,18,2,5,4,CC(C)(C)NC(=O)NC(=O)CSC1=NC=CC=N1,0,1
2454102,314.72,C13H15ClN2O5,101,2.8,21,1,5,5,CC(C)(C)NC(=O)COC(=O)C1=C(C=CC(=C1)Cl)[N+](=O)[O-],0,1
2737949,208.33,C11H16N2S,47.4,2,14,1,1,2,CC1=CC=C(C=C1)CNC(=S)N(C)C,0,1
5344310,279.36,C14H17NO3S,71.6,1.6,19,1,3,3,CC1=CC=C(C=C1)C=CC(=O)NC2CCS(=O)(=O)C2,0,1
6471042,266.4,C14H22N2OS,51.8,2.4,18,0,3,3,CCCC1=CC(=CS1)C(=O)N2CCCN(CC2)C,0,1
6466530,311.4,C19H21NO3,38.8,3.4,23,0,3,3,CC1CN(CC(O1)C)C(=O)C2=CC(=CC=C2)OC3=CC=CC=C3,0,1
3121279,286.24,C13H10N4O4,117,1.1,21,2,5,2,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NNC(=O)C2=CC=NC=C2,0,1
6401440,302.35,C14H14N4O2S,95.2,2.2,21,0,6,5,CCOC(=O)CSC1=NC2=C(C3=CC=CC=C3N2C)N=N1,0,1
6497286,320.4,C20H20N2O2,40.6,2.5,24,0,2,2,CC1CC2=CC=CC=C2N1C(=O)C3CC(=O)N(C3)C4=CC=CC=C4,0,1
730482,317.4,C16H16FN3OS,85.2,3,22,3,3,4,C1=CC=C(C=C1)CCC(=O)NNC(=S)NC2=CC=C(C=C2)F,0,1
4015575,325.4,C17H19N5O2,70.5,2.3,24,1,4,1,CC1CN(C2=NC3=C(N2C1)C(=O)NC(=O)N3C)C4=CC=C(C=C4)C,0,1
3589847,319.31,C15H17N3O5,99.2,1.9,23,0,6,7,CCOC1=C(C=CC(=C1)C=O)OCCN2C(=NC=C2[N+](=O)[O-])C,0,1
